invoice_id,vendor_id,vendor_name,employee_id,employee_name,dept_id,dept_name,trx_date,amount,currency,payment_method,description
INV-000765,10,Abbott-Munoz,22,Marc Moore,1,Finance,2024-09-21,1600.0,USD,Credit Card,Employee picture official of prevent factor say.
INV-000766,43,Rodriguez LLC,85,William Herrera,3,Finance,2024-03-18,3200.0,USD,Check,Expert bar measure.
INV-000767,44,Allen-Allen,36,Ashley Waller,5,Marketing,2024-06-04,7010.9,USD,Check,Edge past every either scientist.
INV-000768,29,"Ross, Robinson and Bright",45,Daniel Kennedy,4,Legal,2024-10-05,6442.35,USD,ACH,Company option character land space end red machine.
INV-000769,20,"Reid, Ferguson and Sanchez",17,William Herrera,5,Sales,2024-10-02,851.97,USD,ACH,Television garden base certain value child many.
INV-000770,6,"Gardner, Robinson and Lawrence",4,Jeffrey Chandler,5,Sales,2024-06-08,5121.6,USD,ACH,Side draw key point decision same.
INV-000771,50,"Harris, Collins and Carney",81,Garrett Lin,3,Engineering,2024-08-04,400.0,USD,Credit Card,Approach enough standard apply less live.
INV-000772,49,Hickman Ltd,31,Joyce Solis,5,HR,2024-03-04,66.61,USD,ACH,Second sell mouth here relationship listen certain.
INV-000773,23,Perez Inc,92,Jessica Smith,5,Operations,2024-12-07,2999.02,USD,ACH,Activity until large question which raise.
INV-000774,7,Blake and Sons,19,David Douglas Jr.,4,Legal,2024-10-25,3285.19,USD,Check,Best most government.
INV-000775,6,"Gardner, Robinson and Lawrence",48,Robert Potter,5,Finance,2024-08-05,931.56,USD,Check,Particular present evening establish sort effort.
INV-000776,17,James Group,63,Christopher Rubio,4,Legal,2024-11-21,5847.19,USD,ACH,Hospital significant see same open crime front real.
INV-000777,10,Abbott-Munoz,16,David Alvarez,2,Finance,2024-09-05,3600.0,USD,Check,Finish action across attack.
INV-000778,3,"Mcclain, Miller and Henderson",53,Jessica Callahan,1,Sales,2024-10-13,7467.5,USD,Wire,Best billion land detail exist cover.
INV-000779,3,"Mcclain, Miller and Henderson",63,Mark Perez,7,Marketing,2024-03-01,5232.55,USD,ACH,People arm order.
INV-000780,38,"Baker, Mason and White",63,Jessica Holmes,1,HR,2024-06-05,4223.35,USD,Wire,Wear point remain build task.
INV-000781,5,"Guzman, Hoffman and Baldwin",44,Jessica Smith,4,Legal,2024-08-01,8705.56,USD,ACH,Heavy shake possible sort.
INV-000782,49,Hickman Ltd,94,Brian Rodriguez,1,Legal,2024-11-21,1393.84,USD,Check,To receive education level.
INV-000783,25,"Walter, Edwards and Rios",36,Mary Marshall,1,Legal,2024-07-21,3400.0,USD,ACH,Police two everybody interview.
INV-000784,46,Spence PLC,16,Mary Marshall,5,Engineering,2024-11-18,257.79,USD,ACH,Either sit everyone artist home you.
INV-000785,40,"Romero, Gonzalez and Brooks",65,Crystal Robinson,1,Operations,2024-01-28,5422.92,USD,ACH,Western enough key man up.
INV-000786,2,Doyle Ltd,57,Victoria Garcia,7,HR,2024-04-15,2756.88,USD,Wire,Hotel population board music issue pass blood kid.
INV-000787,26,Wilkerson-Day,68,Matthew Mcmillan,4,Sales,2024-09-08,2200.0,USD,Credit Card,Billion authority number economy knowledge.
INV-000788,8,"Henderson, Ramirez and Lewis",40,Rebecca Valencia,6,Marketing,2024-10-04,1400.0,USD,Credit Card,Chance policy usually professor entire record toward.
INV-000789,40,"Romero, Gonzalez and Brooks",19,Rebecca Valencia,3,Sales,2024-01-06,9611.62,USD,Check,About remain side long identify road speech.
INV-000790,8,"Henderson, Ramirez and Lewis",97,Garrett Lin,4,Engineering,2024-05-02,528.26,USD,Wire,Music about west stand.
INV-000791,4,Davis and Sons,30,Crystal Robinson,3,HR,2024-10-10,3190.18,USD,Credit Card,Building movement yard four field area young.
INV-000792,16,Galloway-Wyatt,11,Dustin Jordan,5,Marketing,2024-11-29,7632.15,USD,ACH,Half table future subject.
INV-000793,24,Morales-Jones,72,Sierra Johnson,1,Engineering,2024-03-27,5408.99,USD,Check,Possible computer always his course.
INV-000794,40,"Romero, Gonzalez and Brooks",88,Jessica Smith,3,Legal,2024-01-28,2899.6,USD,ACH,To piece grow be plan same.
INV-000795,38,"Baker, Mason and White",16,Carol Tucker,6,HR,2024-01-07,8408.44,USD,Wire,Along agent you draw.
INV-000796,28,"Hoffman, Baker and Richards",44,Dustin Jordan,3,Legal,2024-09-15,2116.39,USD,Check,As music film move strong last.
INV-000797,18,"Flowers, Martin and Kelly",3,David Alvarez,2,Operations,2024-06-13,2466.82,USD,Credit Card,Already argue skin.
INV-000798,39,Harrell LLC,91,Julia Torres,7,Finance,2024-01-05,4770.52,USD,Credit Card,If deep president.
INV-000799,42,George Group,49,Michelle Evans,3,Finance,2024-01-28,6516.15,USD,ACH,Learn question them chance often under already.
INV-000800,50,"Harris, Collins and Carney",2,Steve Sanchez,6,Engineering,2024-01-05,8120.58,USD,Wire,Major affect trade peace.
INV-000801,44,Allen-Allen,92,Steve Sanchez,2,Finance,2024-07-02,9214.77,USD,Wire,Red candidate common anyone film.
INV-000802,3,"Mcclain, Miller and Henderson",82,Sandra Aguilar,1,Legal,2024-12-26,2814.76,USD,Wire,Lay color opportunity stand.
INV-000803,37,Smith-Bowen,88,Jason Powell,5,Marketing,2024-03-28,5008.25,USD,Credit Card,Box organization past as.
INV-000804,38,"Baker, Mason and White",67,Christopher Rubio,7,Sales,2024-02-03,1291.18,USD,ACH,International specific word question food.
INV-000805,44,Allen-Allen,59,Jessica Holmes,4,Operations,2024-12-20,240.94,USD,Credit Card,National focus who degree animal community as.
INV-000806,21,Gray-Mayo,47,William Herrera,7,Engineering,2024-07-27,4331.16,USD,ACH,Center indeed recent network just.
INV-000807,4,Davis and Sons,43,Victoria Garcia,5,Legal,2024-08-03,2786.55,USD,Credit Card,American beyond suggest partner sing administration main according.
INV-000808,48,"Martin, Rose and Obrien",40,Brent Jordan,6,Operations,2024-12-19,1300.0,USD,Credit Card,Unit religious order exist.
INV-000809,2,Doyle Ltd,33,Mike Allen,1,Finance,2024-01-13,4804.86,USD,ACH,Realize deal policy mission include visit particular.
INV-000810,22,"Watts, Robinson and Nguyen",77,Megan Orr,4,Legal,2024-06-19,8326.85,USD,Credit Card,Other response partner.
INV-000811,41,Ryan PLC,89,Brent Jordan,7,Marketing,2024-01-06,4470.1,USD,Credit Card,Physical site girl above.
INV-000812,29,"Ross, Robinson and Bright",38,Jessica Smith,4,Engineering,2024-11-08,3400.0,USD,Check,Court worry with peace television.
INV-000813,15,Williams and Sons,55,Megan Orr,5,Engineering,2024-12-03,8647.18,USD,Wire,Medical less phone decade apply both chance.
INV-000814,42,George Group,14,Danny Morgan,5,Operations,2024-01-14,9376.47,USD,Credit Card,Marriage civil two approach hair decide edge.
INV-000815,38,"Baker, Mason and White",62,Patricia Rodriguez,5,Finance,2024-04-09,2600.0,USD,ACH,Source serve analysis science understand compare size machine.
INV-000816,16,Galloway-Wyatt,84,Victoria Larson,3,Sales,2024-01-20,1385.35,USD,ACH,Audience dog know often.
INV-000817,10,Abbott-Munoz,87,James Brown,1,Marketing,2024-11-04,78.74,USD,Credit Card,Cup quality for single for better.
INV-000818,28,"Hoffman, Baker and Richards",25,Jose Schultz,4,Operations,2024-04-12,3444.72,USD,Check,Thank heart determine likely machine three.
INV-000819,39,Harrell LLC,43,Jordan Henderson,1,Finance,2024-10-23,6927.21,USD,Credit Card,Democratic participant concern health.
INV-000820,32,Carlson-Cruz,28,Kelly Donovan,4,Operations,2024-01-02,2201.86,USD,Wire,Rest place wish dark camera realize arrive.
INV-000821,48,"Martin, Rose and Obrien",10,Anna Henderson,1,HR,2024-07-23,3765.36,USD,Credit Card,Book letter industry set.
INV-000822,10,Abbott-Munoz,4,Sarah Moore,2,Sales,2024-04-09,2912.86,USD,ACH,Though page smile point particularly.
INV-000823,15,Williams and Sons,3,Brittney Phillips,7,Sales,2024-03-30,8854.97,USD,Credit Card,Official need discover in.
INV-000824,2,Doyle Ltd,27,Aimee Montoya,4,Marketing,2024-03-11,8316.14,USD,Wire,Majority yet option student evidence role save.
INV-000825,24,Morales-Jones,92,Brent Jordan,1,Marketing,2024-09-26,6612.48,USD,ACH,Easy its develop until watch.
INV-000826,13,Arnold Ltd,82,Mike Allen,1,Legal,2024-07-12,1924.9,USD,ACH,Together individual analysis yard safe mean international.
INV-000827,35,"Dyer, Potter and Mack",66,Helen Jones,4,Marketing,2024-03-17,4000.0,USD,Credit Card,Look something start laugh drive next.
INV-000828,31,Burton Ltd,66,Deborah Figueroa,4,HR,2024-01-27,7912.06,USD,Check,Really image design.
INV-000829,12,Dudley Group,61,Zachary Ferrell,5,Finance,2024-07-10,3225.01,USD,Credit Card,Fast positive before look fight reflect.
INV-000830,14,"Mcclure, Ward and Lee",55,Jessica Smith,5,Marketing,2024-04-13,2203.07,USD,Wire,Section agency lawyer sign them if smile.
INV-000831,17,James Group,30,Helen Jones,1,Finance,2024-03-09,5510.01,USD,Wire,Phone region ability physical his real.
INV-000832,28,"Hoffman, Baker and Richards",49,Mark Perez,2,Finance,2024-08-09,4517.0,USD,ACH,Allow international especially watch my some skin.
INV-000833,17,James Group,70,Mary Marshall,1,Legal,2024-07-02,6457.09,USD,Wire,Per friend usually method.
INV-000834,15,Williams and Sons,87,Denise Jacobs,3,Sales,2024-02-06,993.11,USD,Wire,Thousand book half people half compare.
INV-000835,13,Arnold Ltd,34,Danny Morgan,7,Sales,2024-03-11,7059.37,USD,Wire,Relate night similar catch friend much power.
INV-000836,23,Perez Inc,2,Richard Rodriguez,6,HR,2024-07-25,7833.45,USD,ACH,That reflect send set fly today me institution.
INV-000837,26,Wilkerson-Day,97,Sharon Cochran,6,Legal,2024-04-17,2283.51,USD,Check,As generation main.
INV-000838,22,"Watts, Robinson and Nguyen",54,Angela Lopez,4,Finance,2024-06-09,7921.23,USD,Credit Card,Stop like mother stay tonight later happy.
INV-000839,24,Morales-Jones,85,Anna Henderson,3,Marketing,2024-03-06,1398.11,USD,Check,Could this beautiful hospital.
INV-000840,28,"Hoffman, Baker and Richards",76,Crystal Robinson,5,Legal,2024-07-25,6860.77,USD,Credit Card,Eye what body every.
INV-000841,9,Garcia-James,74,Sandra Aguilar,4,Marketing,2024-06-18,1545.38,USD,Check,Many themselves minute physical.
INV-000842,5,"Guzman, Hoffman and Baldwin",82,Lisa Archer,1,Marketing,2024-04-06,5349.56,USD,Credit Card,Indicate radio use listen information.
INV-000843,44,Allen-Allen,50,Shirley Suarez,2,Marketing,2024-01-17,59.75,USD,Wire,Factor as the.
INV-000844,43,Rodriguez LLC,53,Sandra Aguilar,2,Engineering,2024-01-06,5248.71,USD,ACH,Strong mind from official pretty.
INV-000845,35,"Dyer, Potter and Mack",27,Aimee Montoya,4,Legal,2024-02-05,4189.95,USD,Check,Main program morning nature leader note.
INV-000846,11,Blair PLC,36,Sarah Moore,1,Marketing,2024-06-07,6041.06,USD,Check,Commercial employee machine wife show.
INV-000847,5,"Guzman, Hoffman and Baldwin",63,Evelyn Galvan,4,HR,2024-11-05,8247.58,USD,Credit Card,Chance expect what.
INV-000848,48,"Martin, Rose and Obrien",92,Lisa Archer,4,HR,2024-11-26,920.12,USD,ACH,Under Republican expect win stuff realize project child.
INV-000849,27,Baker and Sons,24,Angel Perry,5,Engineering,2024-11-12,2498.86,USD,Check,Bring year off kid hard.
INV-000850,45,"Arroyo, Miller and Tucker",69,Christopher Bass,6,Engineering,2024-05-02,9457.42,USD,ACH,None alone first gas health.
INV-000851,32,Carlson-Cruz,65,Kathy Rivas,7,Sales,2024-10-10,4118.67,USD,Check,Wish move building agent use shoulder way.
INV-000852,29,"Ross, Robinson and Bright",89,Robert Potter,6,Finance,2024-04-16,1656.74,USD,Check,Choose wife national medical positive far.
INV-000853,22,"Watts, Robinson and Nguyen",42,Jose Schultz,6,Finance,2024-04-09,700.0,USD,Check,Wide senior yes project son.
INV-000854,30,"Snyder, Campos and Callahan",61,Daniel Baker,7,Marketing,2024-10-07,691.69,USD,ACH,Full both look always question bring.
INV-000855,2,Doyle Ltd,10,Jose Schultz,7,Engineering,2024-03-31,6073.82,USD,Wire,Husband subject land.
INV-000856,10,Abbott-Munoz,90,Timothy Duncan,7,Operations,2024-04-01,3400.0,USD,Credit Card,For part crime money.
INV-000857,25,"Walter, Edwards and Rios",32,Deborah Figueroa,2,Marketing,2024-01-06,1900.0,USD,Credit Card,Cultural base support quality whatever.
INV-000858,2,Doyle Ltd,29,Connor West,7,Legal,2024-01-08,4222.61,USD,ACH,Hour make owner memory argue project huge.
INV-000859,47,Anderson Group,81,Amy Silva,5,Marketing,2024-07-31,1678.8,USD,Check,Hard health expect goal within them.
INV-000860,28,"Hoffman, Baker and Richards",2,Stephen Mckee,2,Finance,2024-04-19,82.05,USD,ACH,Democratic thousand score indeed.
INV-000861,5,"Guzman, Hoffman and Baldwin",28,Rebecca Valencia,3,Legal,2024-05-22,6583.04,USD,Check,Eye south wife interest to cause.
INV-000862,7,Blake and Sons,81,Angel Perry,4,Operations,2024-10-18,7128.19,USD,ACH,Our century field write moment friend value opportunity.
INV-000863,22,"Watts, Robinson and Nguyen",43,Crystal Robinson,5,HR,2024-12-18,1761.56,USD,Check,Because important trial increase new report.
INV-000864,25,"Walter, Edwards and Rios",98,Amber Kidd,3,Marketing,2024-04-29,51.04,USD,Check,Current strategy face make.
INV-000865,49,Hickman Ltd,49,Angela Lopez,6,Engineering,2024-01-21,2443.02,USD,ACH,Strong fight nice less agree.
INV-000866,47,Anderson Group,83,Stephanie Salazar,1,HR,2024-08-15,5984.77,USD,Check,Child feel policy.
INV-000867,42,George Group,27,Jeffrey Chandler,1,Operations,2024-01-13,8128.98,USD,ACH,Buy program explain conference trade population agreement.
INV-000868,44,Allen-Allen,57,Elizabeth Kelley,1,Engineering,2024-04-23,6965.82,USD,Check,Manage wife out gun lose.
INV-000869,5,"Guzman, Hoffman and Baldwin",76,Larry Dixon,7,Legal,2024-01-27,1100.0,USD,ACH,Than physical live reason build mention.
INV-000870,16,Galloway-Wyatt,32,Richard Henson,2,HR,2024-08-06,5079.17,USD,ACH,Adult employee ok certainly leave really group.
INV-000871,20,"Reid, Ferguson and Sanchez",62,Victoria Garcia,3,Finance,2024-08-17,2860.68,USD,Check,Evening information treatment.
INV-000872,11,Blair PLC,62,Crystal Robinson,7,Finance,2024-08-04,4712.43,USD,Check,Any factor police baby create physical.
INV-000873,6,"Gardner, Robinson and Lawrence",33,Jessica Smith,4,Sales,2024-06-02,7590.99,USD,Check,Out cold follow first.
INV-000874,19,"Adams, Zuniga and Wong",26,William Baker,2,Engineering,2024-11-06,3757.72,USD,Credit Card,Even recently guy move goal.
INV-000875,33,"Ferrell, Rice and Maddox",96,Deborah Figueroa,4,Finance,2024-07-10,7306.38,USD,Wire,Actually million health machine.
INV-000876,42,George Group,73,Jordan Henderson,2,Legal,2024-02-06,4600.0,USD,Check,Tv clear design me story somebody.
INV-000877,17,James Group,90,Richard Aguirre,6,Finance,2024-06-27,7714.99,USD,Check,Party story moment mother necessary series box.
INV-000878,48,"Martin, Rose and Obrien",90,Jose Schultz,6,Marketing,2024-01-21,2475.45,USD,Wire,Trouble bring capital admit give reality catch.
INV-000879,39,Harrell LLC,85,Jordan Henderson,1,Engineering,2024-12-14,4560.15,USD,Credit Card,Threat our shake garden report agreement.
INV-000880,42,George Group,67,Amy Silva,4,Marketing,2024-07-15,7118.98,USD,Check,Develop task central dinner.
INV-000881,17,James Group,40,Christopher Rubio,4,Legal,2024-09-13,6921.45,USD,Credit Card,Decide wonder interesting several.
INV-000882,7,Blake and Sons,96,Sandra Aguilar,6,Sales,2024-06-25,6365.44,USD,Credit Card,Back simple serious amount.
INV-000883,11,Blair PLC,94,Marc Moore,2,Marketing,2024-01-27,8165.73,USD,Wire,Allow process or light.
INV-000884,12,Dudley Group,73,Megan Young,2,Marketing,2024-04-11,7043.43,USD,Credit Card,Analysis feeling act benefit buy.
INV-000885,48,"Martin, Rose and Obrien",81,Megan Orr,1,Legal,2024-04-08,1835.47,USD,ACH,Day top continue goal before suffer walk we.
INV-000886,6,"Gardner, Robinson and Lawrence",63,Robert Potter,7,Engineering,2024-07-12,200.0,USD,Credit Card,Goal talk sit party measure attention.
INV-000887,4,Davis and Sons,1,Jessica Smith,5,HR,2024-01-04,60.34,USD,Wire,Shake more respond who commercial senior above rise.
INV-000888,32,Carlson-Cruz,44,Matthew Mcmillan,7,Marketing,2024-06-21,4737.59,USD,Wire,Turn surface listen recently continue.
INV-000889,43,Rodriguez LLC,1,Evelyn Galvan,7,Operations,2024-01-21,3990.73,USD,Check,Congress great here Democrat.
INV-000890,47,Anderson Group,90,Victoria Larson,7,Marketing,2024-01-07,8355.86,USD,Wire,Imagine seven fire letter mind.
INV-000891,29,"Ross, Robinson and Bright",1,Dustin Jordan,7,Sales,2024-12-03,6187.33,USD,Credit Card,Several relate news American foreign break exist.
INV-000892,41,Ryan PLC,30,Jason Powell,4,Finance,2024-01-24,3608.45,USD,Credit Card,Save reach subject difficult imagine world into task.
INV-000893,23,Perez Inc,94,Stephen Mckee,3,HR,2024-08-31,4284.88,USD,ACH,Voice happen actually purpose public how mission.
INV-000894,46,Spence PLC,5,Tracy House,4,Legal,2024-09-23,1440.18,USD,Credit Card,Budget house reason within.
INV-000895,20,"Reid, Ferguson and Sanchez",15,Shannon Walker,6,HR,2024-10-07,8325.22,USD,ACH,Ask window full organization.
INV-000896,16,Galloway-Wyatt,42,Stephen Mckee,7,Sales,2024-12-03,95.52,USD,ACH,But study rise everything require old.
INV-000897,47,Anderson Group,69,Dustin Jordan,6,Finance,2024-08-31,2583.71,USD,Credit Card,Series song wall green project.
INV-000898,45,"Arroyo, Miller and Tucker",83,Christina Walters,4,Operations,2024-04-24,3334.68,USD,Check,Would memory challenge lawyer business majority.
INV-000899,42,George Group,34,Jessica Callahan,3,Engineering,2024-10-14,6424.6,USD,Credit Card,Pick care between apply attention.
INV-000900,6,"Gardner, Robinson and Lawrence",48,Tracy House,7,Sales,2024-10-30,3408.98,USD,Check,Will him quickly.
INV-000901,37,Smith-Bowen,41,Kathy Rivas,3,Legal,2024-01-14,7371.81,USD,ACH,Few perhaps set produce.
INV-000902,34,Frazier Inc,59,Matthew Mcmillan,2,Legal,2024-10-29,6640.79,USD,Wire,Should society dark product make energy gas.
INV-000903,15,Williams and Sons,90,Shannon Jones,5,Sales,2024-08-21,5003.33,USD,Wire,National weight all involve trip himself fire.
INV-000904,33,"Ferrell, Rice and Maddox",81,Megan Young,4,Sales,2024-03-04,9903.45,USD,Check,Kind along computer process single those.
INV-000905,4,Davis and Sons,29,Angel Perry,6,Engineering,2024-06-19,9811.62,USD,ACH,Man care resource maintain.
INV-000906,32,Carlson-Cruz,3,Larry Dixon,4,Sales,2024-06-02,7276.68,USD,Check,Notice make network much.
INV-000907,44,Allen-Allen,37,Shirley Suarez,6,Marketing,2024-06-27,4739.48,USD,Check,Live take media hot manager wife pay.
INV-000908,7,Blake and Sons,84,Jordan Henderson,5,Marketing,2024-10-24,4700.0,USD,Check,Short expect article opportunity campaign hand.
INV-000909,45,"Arroyo, Miller and Tucker",84,Danny Morgan,3,Operations,2024-03-15,4829.59,USD,Credit Card,Agree through game best generation group goal product.
INV-000910,44,Allen-Allen,22,Richard Aguirre,1,Sales,2024-03-16,7857.14,USD,Check,Doctor fine be read than.
INV-000911,12,Dudley Group,20,Elizabeth Kelley,6,Finance,2024-03-01,9451.18,USD,ACH,Front after for leave.
INV-000912,3,"Mcclain, Miller and Henderson",84,Joyce Solis,4,Legal,2024-07-22,1196.84,USD,Credit Card,Nothing top entire receive onto worry.
INV-000913,50,"Harris, Collins and Carney",2,Amber Kidd,1,Engineering,2024-11-28,4642.1,USD,Credit Card,Now follow best major real day.
INV-000914,32,Carlson-Cruz,62,Daniel Baker,6,Operations,2024-09-17,6417.68,USD,Credit Card,Me share fund pass guy job market.
INV-000915,38,"Baker, Mason and White",17,Connor West,3,Engineering,2024-09-04,1819.15,USD,ACH,Subject movie explain answer.
INV-000916,26,Wilkerson-Day,68,Julia Torres,1,HR,2024-01-11,8130.55,USD,Credit Card,I difficult sea begin such behind front.
INV-000917,49,Hickman Ltd,24,Jessica Holmes,5,Finance,2024-12-03,7532.35,USD,Wire,Note most interview girl.
INV-000918,8,"Henderson, Ramirez and Lewis",97,Shannon Jones,1,Engineering,2024-10-21,401.04,USD,Wire,Prepare few sound item.
INV-000919,24,Morales-Jones,67,Christopher Bass,6,HR,2024-03-28,64.73,USD,Check,Finish increase economy middle public natural thing.
INV-000920,9,Garcia-James,78,Victor Baker,5,Marketing,2024-12-21,5774.94,USD,Credit Card,Reflect television officer defense while score level view.
INV-000921,43,Rodriguez LLC,18,Jason Powell,5,Marketing,2024-01-13,8199.44,USD,Wire,Speak table trade various risk art customer.
INV-000922,18,"Flowers, Martin and Kelly",84,Jordan Henderson,4,Finance,2024-11-14,1293.64,USD,Credit Card,Challenge character rate feel itself five store.
INV-000923,17,James Group,35,Dustin Jordan,6,Operations,2024-12-21,6768.49,USD,ACH,Plant suffer environment expert.
INV-000924,46,Spence PLC,20,Matthew Mcmillan,7,Finance,2024-12-02,3727.7,USD,Check,Either over image box.
INV-000925,2,Doyle Ltd,53,Brent Jordan,3,Operations,2024-01-07,9640.54,USD,Credit Card,Agree someone financial magazine yard.
INV-000926,24,Morales-Jones,13,Jessica Smith,2,Finance,2024-05-19,9093.36,USD,Credit Card,Positive already city carry election sound.
INV-000927,8,"Henderson, Ramirez and Lewis",45,Angel Perry,5,Legal,2024-06-05,1765.56,USD,Wire,Compare system white magazine after teacher base.
INV-000928,36,Rodriguez-Graham,50,Lauren Daniels,3,Legal,2024-02-20,2717.83,USD,Check,Fear as western to public though however style.
INV-000929,31,Burton Ltd,73,Amber Wright,3,Engineering,2024-01-13,5927.18,USD,Wire,Door number matter building.
INV-000930,46,Spence PLC,46,Sharon Cochran,5,Sales,2024-12-13,7777.51,USD,Wire,Wear use edge this draw business southern forget.
INV-000931,28,"Hoffman, Baker and Richards",53,Kathy Rivas,3,Legal,2024-04-27,5210.74,USD,Credit Card,Say south season very design blood degree ever.
INV-000932,41,Ryan PLC,96,Shirley Suarez,5,Finance,2024-05-02,803.95,USD,Credit Card,Effect operation make hear we first.
INV-000933,28,"Hoffman, Baker and Richards",69,Angel Perry,1,Finance,2024-03-10,6773.56,USD,Credit Card,Little east everyone six certain little.
INV-000934,40,"Romero, Gonzalez and Brooks",32,Amber Wright,6,Legal,2024-01-04,1909.94,USD,Credit Card,Start again whom paper success production.
INV-000935,39,Harrell LLC,29,Brittney Phillips,1,Sales,2024-03-27,4492.03,USD,ACH,Real small dream.
INV-000936,33,"Ferrell, Rice and Maddox",15,Christina Walters,6,Marketing,2024-01-27,3539.38,USD,Credit Card,His police red total rate movement door.
INV-000937,19,"Adams, Zuniga and Wong",40,Mary Marshall,5,Legal,2024-05-30,3200.0,USD,Credit Card,Home travel hotel within eight bed.
INV-000938,30,"Snyder, Campos and Callahan",46,Donald Wright,1,Sales,2024-01-06,8926.01,USD,ACH,Father teacher civil keep first.
INV-000939,26,Wilkerson-Day,20,Rebecca Valencia,1,Finance,2024-02-21,3551.78,USD,Credit Card,Smile ever bag single man say.
INV-000940,10,Abbott-Munoz,55,Lauren Daniels,5,Legal,2024-05-08,7696.78,USD,Wire,Response theory star station recognize media.
INV-000941,7,Blake and Sons,56,Jessica Holmes,3,Legal,2024-12-02,9893.8,USD,ACH,Inside role natural force receive seven.
INV-000942,8,"Henderson, Ramirez and Lewis",5,Jordan Henderson,6,Marketing,2024-01-21,1903.78,USD,Check,Picture social carry husband.
INV-000943,43,Rodriguez LLC,92,Tracy House,3,Legal,2024-03-01,9829.46,USD,Check,Figure office book economic require should power candidate.
INV-000944,33,"Ferrell, Rice and Maddox",17,William Baker,3,HR,2024-07-18,7262.69,USD,Credit Card,Rate society floor long same end reach step.
INV-000945,50,"Harris, Collins and Carney",95,Danny Morgan,4,Finance,2024-01-27,6847.53,USD,Wire,Cup increase consider then war.
INV-000946,19,"Adams, Zuniga and Wong",32,Daniel Baker,7,Engineering,2024-08-07,4864.43,USD,Wire,Difference way type positive phone trade wind.
INV-000947,45,"Arroyo, Miller and Tucker",90,Christopher Rubio,5,HR,2024-08-07,2481.07,USD,ACH,Energy system anyone peace outside.
INV-000948,13,Arnold Ltd,36,Amy Silva,2,Finance,2024-10-29,700.0,USD,Credit Card,Become happy water bring.
INV-000949,40,"Romero, Gonzalez and Brooks",30,Steve Sanchez,3,Finance,2024-01-27,2004.44,USD,Check,Itself turn law purpose budget require course.
INV-000950,4,Davis and Sons,45,David Douglas Jr.,4,Marketing,2024-01-07,5103.54,USD,Wire,Explain management candidate task outside.
INV-000951,4,Davis and Sons,78,Connor West,4,Marketing,2024-01-21,1825.7,USD,Wire,Risk country Congress society agreement.
INV-000952,32,Carlson-Cruz,99,Tracy House,3,Sales,2024-06-04,3642.18,USD,Wire,Dog late eat old positive.
INV-000953,48,"Martin, Rose and Obrien",75,Stephen Mckee,1,Engineering,2024-09-27,7790.29,USD,ACH,Action card follow realize.
INV-000954,41,Ryan PLC,13,John Daniel,5,HR,2024-01-14,7428.45,USD,Wire,Require remain save eight believe.
INV-000955,20,"Reid, Ferguson and Sanchez",54,Larry Dixon,6,Sales,2024-04-13,7256.25,USD,Wire,Appear use likely great.
INV-000956,24,Morales-Jones,65,Crystal Robinson,2,HR,2024-03-01,2200.0,USD,Wire,Vote whose our security animal effect people few.
INV-000957,45,"Arroyo, Miller and Tucker",95,Sandra Aguilar,4,Operations,2024-01-06,9675.19,USD,Credit Card,Provide car throughout American conference college.
INV-000958,11,Blair PLC,35,Angela Lopez,2,Engineering,2024-09-17,4383.07,USD,ACH,Us there car fish most center bring.
INV-000959,37,Smith-Bowen,34,Lisa Archer,7,Marketing,2024-01-28,2185.9,USD,Wire,Without material wind.
INV-000960,46,Spence PLC,36,Carol Tucker,3,Legal,2024-03-01,57.26,USD,Credit Card,Security unit executive theory party.
INV-000961,42,George Group,48,Brian Rodriguez,1,Operations,2024-04-17,1800.0,USD,Wire,Might job close say man.
INV-000962,47,Anderson Group,2,Anna Henderson,2,Operations,2024-11-09,1344.78,USD,Wire,New type PM key.
INV-000963,12,Dudley Group,100,Helen Jones,1,Operations,2024-01-09,2567.31,USD,Check,Chance discover along employee relationship.
INV-000964,42,George Group,29,Brian Rodriguez,3,Marketing,2024-11-16,2580.88,USD,Check,Break time manager kid writer night.
INV-000965,10,Abbott-Munoz,24,Evelyn Galvan,2,Legal,2024-08-10,4466.1,USD,ACH,Manage suffer term buy behavior test Congress.
INV-000966,13,Arnold Ltd,51,Courtney Gonzalez,5,Marketing,2024-04-02,900.0,USD,Credit Card,Seek state none production.
INV-000967,10,Abbott-Munoz,93,Ashley Waller,2,Operations,2024-05-05,729.77,USD,Credit Card,On will moment number indicate.
INV-000968,39,Harrell LLC,6,Tracy House,2,Legal,2024-01-06,1006.3,USD,Credit Card,East marriage behind forget.
INV-000969,18,"Flowers, Martin and Kelly",70,Amber Wright,7,Sales,2024-11-17,88.79,USD,Credit Card,Race quite hour opportunity week.
INV-000970,13,Arnold Ltd,62,William Baker,2,Engineering,2024-10-15,1400.91,USD,Wire,Child ball store process law western.
INV-000971,41,Ryan PLC,54,James Brown,1,Marketing,2024-01-11,1600.0,USD,Credit Card,Price forget analysis performance laugh water yourself trade.
INV-000972,15,Williams and Sons,88,Stephen Mckee,6,Operations,2024-03-16,4277.08,USD,Credit Card,Can tell soon executive sometimes season natural.
INV-000973,32,Carlson-Cruz,10,Cameron Fisher,3,Engineering,2024-02-26,1703.9,USD,Wire,High human concern whole tend become system clear.
